lga_uid,lga_name,state_name,state_lga,area_sq_km,lga_lat,lga_lon,u5mr_mean,u5mr_median,live_births_sum,u5_deaths_sum,facilities_count,facilities_per_10k,avg_distance_km,urban_prop,population,population_density,access_score,towers_count,tower_density_per_km2,avg_dist_to_tower_km,towers_per_10k,coverage_5km,year,risk_score,lga_id,state_id,coverage_3g_pct,coverage_4g_pct,data_quality_flag,confidence_issues,overall_quality,risk_score_total,model_version,risk_score_facility_access,risk_score_connectivity,risk_score_mortality,confidence_reason_codes,confidence_pct,estimate_as_of,primary_barriers,recommendation
227,Maigatari,Jigawa,Jigawa__Maigatari,1057.527186831428,12.6768775,9.567867,170.0,170.0,63.71836,10.49669,23,0.8776482080713108,6.965390501393363,0.0,262064.0,247.80828640935312,0.952842377260982,14,0.0132384303442324,11.376829956169049,0.5342206483912327,91.74020439167984,2013,0.9953460097312928,jigawa__maigatari,jigawa,,,ok,none,high,6.179558089480781,v1.2-fallback,9.12235179192869,0.8259795608320157,8.5,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
228,Danja,Katsina,Katsina__Danja,528.4538450245967,11.338493,7.55371,0.0,0.0,76.25065,0.0,63,3.272455276444555,0.7546261681901881,0.0,192516.0,364.3005000579368,0.2319121447028423,7,0.0132461899291776,10.91304455765124,0.3636061418271728,100.0,2013,0.0038014268502593,katsina__danja,katsina,,,ok,low_dhs_sample,medium,2.4301032700634244,v1.2-fallback,6.727544723555445,0.0,0.0,low_dhs_sample,80,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
229,Fagge,Kano,Kano__Fagge,37.10221539852429,12.040637635440929,8.517195854754075,108.31924971946268,105.08786848072562,0.0,0.0,70,2.0793232099997625,0.3860641506286838,0.25,336648.0,9073.528261964377,0.3275193798449612,438,11.805224979029717,0.7297683250971625,13.01062237114137,99.99999999999996,2013,0.99561607837677,kano__fagge,kano,,,ok,none,high,4.164833913056236,v1.2-fallback,7.920676790000238,3.552713678800501e-15,5.415962485973134,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
230,Jibia,Katsina,Katsina__Jibia,1128.200907753134,13.088227,7.233168,15.873015873015868,15.873015873015868,60.93656100000001,0.967247,62,2.4390435802012607,1.827311805282404,1.0,254198.0,225.3127064985681,0.4806201550387597,12,0.0106364034256084,6.224797524898085,0.4720729510066956,95.30123827203737,2013,0.0028092900756746,katsina__jibia,katsina,,,ok,none,high,3.12145386042975,v1.2-fallback,7.560956419798739,0.4698761727962637,0.7936507936507934,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
231,Eleme,Rivers,Rivers__Eleme,137.8082196476013,4.7874465,7.138807,67.77777777777777,67.77777777777777,71.477479,5.324617,20,0.6603057215490772,0.4623121205318581,1.0,302890.0,2197.909535255157,0.5510335917312662,272,1.9737574485437048,0.1647233474658753,8.98015781306745,100.0,2013,0.011388536542654,rivers__eleme,rivers,,,ok,none,high,4.162346431733231,v1.2-fallback,9.339694278450922,0.0,3.3888888888888884,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
232,Bebeji,Kano,Kano__Bebeji,753.2242657177079,11.53493672736661,8.310310766441285,108.31924971946268,105.08786848072562,0.0,0.0,35,1.153546992208614,2.904955848856429,0.25,303412.0,402.81761197761546,0.8055555555555556,145,0.1925057470922516,0.6728188468641527,4.778980396292829,97.72848869951758,2013,0.9954019784927368,kano__bebeji,kano,,,ok,none,high,4.78617498511556,v1.2-fallback,8.846453007791386,0.2271511300482416,5.415962485973134,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
233,Rano,Kano,Kano__Rano,505.6787245804299,11.510062,8.551981,148.14814814814812,148.14814814814812,48.38518800000001,7.168176,23,0.9820121000969204,3.992992646950681,0.0,234213.0,463.16562001759206,0.8875968992248062,0,0.0,17.81419128771267,0.0,99.58553774988523,2013,0.9953460097312928,kano__rano,kano,,,ok,none,high,5.415736126515293,v1.2-fallback,9.01798789990308,0.0414462250114766,7.4074074074074066,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
234,Tarauni,Kano,Kano__Tarauni,24.3463131935303,11.960499948649016,8.55652380047177,108.31924971946268,105.08786848072562,0.0,0.0,49,1.308267986682366,0.1015740789571727,0.25,374541.0,15383.88983263097,0.4315245478036176,291,11.952528404889216,0.069645104485842,7.769509880093235,100.0,2013,0.9955300688743592,kano__tarauni,kano,,,ok,none,high,4.406254234050172,v1.2-fallback,8.691732013317633,0.0,5.415962485973134,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
235,Etinan,Akwa Ibom,Akwa Ibom__Etinan,191.7752640884343,4.812475342551962,7.838893912645578,67.71956131197247,57.692307692307686,0.0,0.0,29,1.0770899258665003,0.9357884577717206,0.0263157894736842,269244.0,1403.955829651952,0.5917312661498708,67,0.3493672675590943,0.6076467475660849,2.4884491390708803,100.0,2013,0.0061624734662473,akwa_ibom__etinan,akwa_ibom,,,ok,none,high,4.0630918881235525,v1.2-fallback,8.9229100741335,0.0,3.385978065598624,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
236,Yewa South,Ogun,Ogun__Yewa South,755.8406160671344,6.7451105,2.918623,107.90598290598288,107.90598290598288,83.38436800000001,9.977604,69,2.612448886869605,2.103644859334827,0.5,264120.0,349.4387498971617,0.4780361757105943,49,0.0648284822995643,5.6132955746569895,1.8552173254581248,98.10232116140396,2013,0.9965704679489136,ogun__yewa_south,ogun,,,ok,none,high,4.182785738625827,v1.2-fallback,7.387551113130395,0.1897678838596039,5.395299145299144,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
237,Argungu,Kebbi,Kebbi__Argungu,1101.4733134186854,12.763274,4.549637,0.0,0.0,7.410703999999999,0.0,58,1.8858906118414425,2.59749035871503,1.0,307547.0,279.2142090537395,0.6427648578811369,68,0.0617354947882902,6.49197504980474,2.211044165607208,87.50712382967302,2013,0.0027224698569625,kebbi__argungu,kebbi,,,ok,low_dhs_sample,medium,3.349544845133537,v1.2-fallback,8.114109388158557,1.2492876170326976,0.0,low_dhs_sample,80,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
238,Kiru,Kano,Kano__Kiru,982.5554832403172,11.469011,8.175741,135.59322033898306,135.59322033898306,23.932229,3.245048,40,0.9484471548956472,0.9751953744504236,0.0,421742.0,429.22970477876686,0.6124031007751938,41,0.0417279234601472,13.441753647400894,0.9721583337680384,96.0383066550877,2013,0.9953460097312928,kano__kiru,kano,,,ok,none,high,5.0397121543671,v1.2-fallback,9.051552845104354,0.3961693344912298,6.779661016949153,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
239,Batagarawa,Katsina,Katsina__Batagarawa,588.7488149766135,12.951611,7.742993,122.44897959183676,122.44897959183676,31.75396,3.88824,87,3.005036025891666,2.486936851232023,0.0,289514.0,491.7445141889588,0.4754521963824289,96,0.1630576530397149,2.8837468465902103,3.315901821673563,99.99999999999996,2013,0.9953943490982056,katsina__batagarawa,katsina,,,ok,none,high,4.22754332095908,v1.2-fallback,6.994963974108334,3.552713678800501e-15,6.122448979591838,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
240,Bomadi,Delta,Delta__Bomadi,210.5804678308904,5.313626,5.788037,121.21212121212122,121.21212121212122,18.196398,2.205624,21,1.5344595779505463,1.7748377709028926,0.0,136856.0,649.8988315948853,0.6233850129198966,0,0.0,23.37437588334161,0.0,99.99782117459664,2013,0.9954930543899536,delta__bomadi,delta,,,ok,none,high,4.65561801646718,v1.2-fallback,8.465540422049454,0.0002178825403369,6.0606060606060606,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
241,Kwaya Kusar,Borno,Borno__Kwaya Kusar,827.5113372967338,10.47164713206446,11.887606704628684,37.81009328306015,29.388083735909824,0.0,0.0,34,3.730442606043317,3.031647689249761,0.3214285714285714,91142.0,110.13988073896051,0.4521963824289406,0,0.0,59.26458744324055,0.0,87.18540355723931,2013,0.0031901926267892,borno__kwaya_kusar,borno,,,ok,none,high,3.226427951703281,v1.2-fallback,6.269557393956683,1.2814596442760688,1.8905046641530077,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
242,Igbo-Etiti,Enugu,Enugu__Igbo-Etiti,361.9563203725549,6.6806865,7.4084085,109.68379446640316,109.68379446640316,22.608022,2.918576,78,2.5324757547914114,0.93762119856154,1.0,307999.0,850.9286415636626,0.3514211886304909,73,0.2016817938829261,1.2894913597573925,2.3701375653817056,94.68703141513218,2013,0.9948623776435852,enugu__igbo-etiti,enugu,,,ok,none,high,4.184702408206555,v1.2-fallback,7.467524245208589,0.5312968584867814,5.484189723320158,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
243,Doguwa,Kano,Kano__Doguwa,1459.6280765397162,10.836463934747972,8.664830920193921,108.31924971946268,105.08786848072562,0.0,0.0,34,1.4326949413227146,3.474323658288874,0.25,237315.0,162.58593803059304,0.7913436692506459,0,0.0,31.11933575763869,0.0,62.9268526790845,2013,0.9955207109451294,kano__doguwa,kano,,,ok,none,high,5.441442704277531,v1.2-fallback,8.567305058677285,3.7073147320915503,5.415962485973134,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
244,Bade,Yobe,Yobe__Bade,1186.1542714221794,12.8937,11.037993,150.94339622641508,150.94339622641508,19.131834,2.887824,31,1.3759248656254022,4.34350145071513,1.0,225303.0,189.9440953240133,0.8378552971576227,34,0.0286640623561002,18.12355599986578,1.5090788848794734,70.08987902680724,2013,0.9970669150352478,yobe__bade,yobe,,,ok,none,high,5.937771314396666,v1.2-fallback,8.624075134374598,2.991012097319276,7.547169811320754,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
245,Itu,Akwa Ibom,Akwa Ibom__Itu,198.236872890896,5.029461,7.88952,117.6470588235294,117.6470588235294,19.600915,2.30599,22,1.0646431993495995,1.3197513914824064,0.0,206642.0,1042.3994133206995,0.646640826873385,314,1.583963646222451,0.7181648308684118,15.19536202708065,99.99774434943012,2013,0.9954930543899536,akwa_ibom__itu,akwa_ibom,,,ok,none,high,4.729983367681395,v1.2-fallback,8.9353568006504,0.0002255650569882,5.88235294117647,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
246,Bama,Borno,Borno__Bama,4089.3457749380505,11.739757,13.932452,0.0,0.0,15.543824999999998,0.0,40,0.9322488172093132,3.0453332497495245,0.0,429070.0,104.92387379653655,0.8417312661498708,1,0.0002445378931096,34.79809599864435,0.0233062204302328,39.828289396212405,2013,0.0031950122211128,borno__bama,borno,,,ok,low_dhs_sample,medium,4.681680451027445,v1.2-fallback,9.067751182790689,6.017171060378759,0.0,low_dhs_sample,80,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
247,Gada,Sokoto,Sokoto__Gada,1507.2356169357058,13.751699,5.679496,138.46153846153848,138.46153846153848,147.44326999999998,20.36102,50,1.3167215739563003,2.240044636311229,0.0,379731.0,251.9387119924981,0.7151162790697674,0,0.0,83.65143328921248,0.0,96.96915244307976,2013,0.9972590208053588,sokoto__gada,sokoto,,,ok,none,high,5.0545380946540535,v1.2-fallback,8.6832784260437,0.3030847556920228,6.923076923076924,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
248,Gusau,Zamfara,Zamfara__Gusau,2134.969306423785,11.891765,6.6935815000000005,122.95812295812296,122.95812295812296,92.65031299999998,13.681029,108,1.84174624829468,2.7289199405210582,0.5,586400.0,274.6643702256586,0.6673126614987079,462,0.2163965536225345,8.537587926656295,7.878581173260573,69.50016903635424,2013,0.9969483017921448,zamfara__gusau,zamfara,,,ok,none,high,5.27525396339842,v1.2-fallback,8.15825375170532,3.049983096364576,6.147906147906148,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
249,Lagos Mainland,Lagos,Lagos__Lagos Mainland,20.57728945176032,6.490243,3.3754595,85.71428571428572,85.71428571428572,42.35596,3.762616,105,1.9735988857624576,0.2128274441067615,1.0,532023.0,25854.86301522998,0.3191214470284237,510,24.784605435793736,0.0675614601265351,9.586051730846222,99.99999999999996,2013,0.9962708950042723,lagos__lagos_mainland,lagos,,,ok,none,high,3.901951705822388,v1.2-fallback,8.026401114237542,3.552713678800501e-15,4.285714285714287,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
250,Kaita,Katsina,Katsina__Kaita,821.515199857686,13.173278822799055,7.7648807706324785,84.61472357186878,68.9655172413793,0.0,0.0,58,2.1094974667845072,2.0244292962112382,0.2368421052631578,274947.0,334.6827910763307,0.5426356589147286,0,0.0,18.080982881276963,0.0,99.63585920309224,2013,0.9767289161682128,katsina__kaita,katsina,,,ok,none,high,4.029085676833061,v1.2-fallback,7.890502533215493,0.0364140796907754,4.230736178593439,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
251,Minjibir,Kano,Kano__Minjibir,406.18835571711713,12.114252,8.574154,123.45679012345678,123.45679012345678,135.545886,16.73406,31,0.8909172424099598,1.4384097593204648,0.0,347956.0,856.6370628367495,0.6763565891472868,23,0.0566239767247733,5.4145304618617205,0.6610031153364219,99.99999999999996,2013,0.995303988456726,kano__minjibir,kano,,,ok,none,high,4.87522981763177,v1.2-fallback,9.10908275759004,3.552713678800501e-15,6.172839506172839,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
252,Ini,Akwa Ibom,Akwa Ibom__Ini,429.1006463742133,5.310964,7.808506,0.0,0.0,9.32347,0.0,26,1.6467786476147046,2.281827283047619,0.0,157884.0,367.9416503658942,0.6582687338501292,7,0.0163131891297487,5.918867811250629,0.4433634820501128,99.9422712777628,2013,0.0058769830502569,akwa_ibom__ini,akwa_ibom,,,ok,low_dhs_sample,medium,3.152964776084359,v1.2-fallback,8.353221352385296,0.0057728722237193,0.0,low_dhs_sample,80,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
253,Talata Mafara,Zamfara,Zamfara__Talata Mafara,1620.741779880839,12.569394,6.066145,54.05405405405403,54.05405405405403,37.63451300000002,2.034298,65,1.979781858497376,2.2383339284138657,1.0,328319.0,202.5732933374117,0.5917312661498708,80,0.0493601146049815,16.676383867526788,2.4366545950736938,83.90748467581489,2013,0.0027857704553753,zamfara__talata_mafara,zamfara,,,ok,none,high,4.028435724526682,v1.2-fallback,8.020218141502625,1.6092515324185117,2.7027027027027013,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
254,Gwandu,Kebbi,Kebbi__Gwandu,1066.686828834324,12.507371,4.633051,78.43137254901963,78.43137254901963,64.428861,5.053244,60,2.575361516372861,1.821307071464452,1.0,232977.0,218.4118090729567,0.4586563307493539,66,0.0618738304588656,0.9484930980768456,2.832897668010147,87.50583542339567,2013,0.9966643452644348,kebbi__gwandu,kebbi,,,ok,none,high,4.011029624810776,v1.2-fallback,7.424638483627139,1.249416457660434,3.9215686274509816,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
255,Birnin Magaji-Kiyaw,Zamfara,Zamfara__Birnin Magaji-Kiyaw,1302.8733593235904,12.536252,6.9287865,157.6783323771275,157.6783323771275,140.44851900000003,22.123142,52,1.84892833269332,2.203429293769429,0.0,281244.0,215.8644184312839,0.6052971576227391,0,0.0,30.49770756526431,0.0,70.80721421438076,2013,0.9972199201583862,zamfara__birnin_magaji-kiyaw,zamfara,,,ok,none,high,5.62805288336076,v1.2-fallback,8.151071667306681,2.919278578561924,7.883916618856375,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
256,Shanono,Kano,Kano__Shanono,480.86180220621566,12.075006995056748,7.963197494849242,108.31924971946268,105.08786848072562,0.0,0.0,32,1.4395997912580305,1.7441758973613506,0.25,222284.0,462.261712159608,0.6324289405684754,0,0.0,16.163398325599793,0.0,100.0,2013,0.9954019784927368,kano__shanono,kano,,,ok,none,high,4.524548284289107,v1.2-fallback,8.560400208741969,0.0,5.415962485973134,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
257,Rogo,Kano,Kano__Rogo,840.3072914287903,11.516092532208894,7.838807745416065,108.31924971946268,105.08786848072562,0.0,0.0,33,0.9145682406478468,2.22952473800649,0.25,360826.0,429.39767830228,0.7648578811369509,0,0.0,19.929826073957447,0.0,95.93419628380194,2013,0.995388388633728,kano__rogo,kano,,,ok,none,high,4.838160285391147,v1.2-fallback,9.085431759352153,0.4065803716198068,5.415962485973134,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
258,Batsari,Katsina,Katsina__Batsari,1166.1124822073205,12.753208,7.243292,102.04081632653062,102.04081632653062,45.142377,4.606365,87,2.766990754434341,1.6132451076614058,1.0,314421.0,269.6317934997456,0.4037467700258398,0,0.0,29.168503776751983,0.0,92.9629919744488,2013,0.9951700568199158,katsina__batsari,katsina,,,ok,none,high,4.109128111306777,v1.2-fallback,7.233009245565659,0.7037008025551206,5.1020408163265305,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
259,Eket,Akwa Ibom,Akwa Ibom__Eket,191.3713794310939,4.656953333333333,7.938437666666666,77.31326644370124,43.47826086956521,98.2451,6.701872,57,2.06546434899825,0.2087648105029803,0.0,275967.0,1442.0494894293531,0.3003875968992248,163,0.8517470087980975,0.238570916399743,5.906503313802013,100.0,2013,0.9404356479644777,akwa_ibom__eket,akwa_ibom,,,ok,none,high,3.764379789447176,v1.2-fallback,7.934535651001751,0.0,3.865663322185062,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
260,Okobo,Akwa Ibom,Akwa Ibom__Okobo,307.70456655214826,4.838942843809298,8.131954593961495,67.71956131197247,57.692307692307686,0.0,0.0,22,1.3510525927927486,0.6988077812227633,0.0263157894736842,162836.0,529.1959161496661,0.5193798449612403,10,0.0324987052095154,0.9962123751102784,0.6141148149057948,83.86696741355793,2013,0.0061624734662473,akwa_ibom__okobo,akwa_ibom,,,ok,none,high,4.266167538773311,v1.2-fallback,8.64894740720725,1.6133032586442069,3.385978065598624,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
261,Kano Municipal,Kano,Kano__Kano Municipal,15.672175318114562,11.991008,8.517213,44.44444444444444,44.44444444444444,38.12296500000001,1.694354,35,0.5870454171880188,0.5601266609967618,1.0,596206.0,38042.32583532166,0.5691214470284238,259,16.526104050191226,0.1978544124645868,4.344136087191339,100.0,2013,0.0035672124940901,kano__kano_municipal,kano,,,ok,none,high,3.9061023256394254,v1.2-fallback,9.41295458281198,0.0,2.2222222222222223,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
262,Bursari,Yobe,Yobe__Bursari,3848.979826322299,12.97417,11.407463,90.90909090909088,90.90909090909088,31.833824000000003,2.893984,41,2.3062471171911034,6.467979706140381,0.0,177778.0,46.188342891333605,0.7170542635658915,0,0.0,47.12175042290941,0.0,49.09191801412165,2013,0.9972338080406188,yobe__bursari,yobe,,,ok,none,high,5.494136755678355,v1.2-fallback,7.693752882808896,5.090808198587835,4.545454545454544,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
263,Maiyama,Kebbi,Kebbi__Maiyama,1335.3427702915967,11.916628,4.446005,37.037037037037045,37.037037037037045,56.52639,2.09357,51,1.905359664656699,3.2405322124682385,0.0,267666.0,200.4474101743556,0.6912144702842378,94,0.0703939109053425,6.632695159073733,3.5118393819162685,84.33870139317648,2013,0.0029884469695389,kebbi__maiyama,kebbi,,,ok,none,high,3.9333662737164135,v1.2-fallback,8.094640335343302,1.5661298606823522,1.8518518518518523,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
264,Lagos Island,Lagos,Lagos__Lagos Island,5.146415742547505,6.461548,3.390604,111.11111111111111,111.11111111111111,10.221651,1.135739,73,2.0151661960011373,0.180263855872464,1.0,362253.0,70389.37740787392,0.3068475452196382,542,105.31601547831949,0.0838750909012992,14.961918879898857,99.99999999999994,2013,0.9963731169700624,lagos__lagos_island,lagos,,,ok,none,high,4.201607105875738,v1.2-fallback,7.984833803998862,5.3290705182007506e-15,5.555555555555555,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
265,Madobi,Kano,Kano__Madobi,284.0805870847776,11.775269,8.291301,127.27272727272732,127.27272727272732,87.47276999999997,11.132898,26,1.1783153715772203,1.9611732317102544,1.0,220654.0,776.7303013005626,0.7054263565891472,4,0.014080511593727,2.8318294721187507,0.1812792879349569,100.0,2013,0.9951889514923096,kano__madobi,kano,,,ok,none,high,4.87461603402809,v1.2-fallback,8.82168462842278,0.0,6.363636363636366,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
266,Miga,Jigawa,Jigawa__Miga,575.6504910529807,12.275602,9.563036,171.875,171.875,43.9776,7.558650000000001,26,1.3658116335632449,2.647022110132741,0.0,190363.0,330.69197882866,0.7474160206718345,19,0.0330061387861324,7.716084596234143,0.9980931168346788,99.60969208500244,2013,0.9954794645309448,jigawa__miga,jigawa,,,ok,none,high,5.44291179756609,v1.2-fallback,8.634188366436755,0.0390307914997567,8.59375,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
267,Rimi,Katsina,Katsina__Rimi,491.0027157773279,12.854075421679129,7.7230736534312125,84.61472357186878,68.9655172413793,0.0,0.0,69,2.928991068699698,1.6138112828105229,0.2368421052631578,235576.0,479.7855336238809,0.3856589147286822,45,0.0916491875788477,5.655267684805987,1.910211566543281,99.99999999999991,2013,0.975972294807434,katsina__rimi,katsina,,,ok,none,high,3.69391829888452,v1.2-fallback,7.071008931300302,8.881784197001252e-15,4.230736178593439,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
268,Gabasawa,Kano,Kano__Gabasawa,624.9408833746976,12.167459194061824,8.843320359737334,108.31924971946268,105.08786848072562,0.0,0.0,32,0.9617262987061777,1.36876005437792,0.25,332735.0,532.4263603994382,0.6621447028423773,20,0.0320030270575345,6.9987716573151655,0.601078936691361,99.96932611814628,2013,0.9954019784927368,kano__gabasawa,kano,,,ok,none,high,4.654875900020987,v1.2-fallback,9.03827370129382,0.0030673881853715,5.415962485973134,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
269,Aleiro,Kebbi,Kebbi__Aleiro,283.1974715829245,12.273167,4.418655,206.896551724138,206.896551724138,32.196612,6.661368,34,3.119466387749672,2.4992674986435985,0.0,108993.0,384.8657242269382,0.4644702842377261,43,0.1518375138014215,2.5937343417199044,3.945207490389291,99.99999999999996,2013,0.9971011281013488,kebbi__aleiro,kebbi,,,ok,none,high,5.158113514151975,v1.2-fallback,6.880533612250328,3.552713678800501e-15,10.0,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
270,Ungogo,Kano,Kano__Ungogo,225.6820007219088,12.0425,8.4697085,110.70478723404251,110.70478723404251,105.91713900000002,11.345844,64,1.0450105644036745,0.9182388835331652,1.0,612434.0,2713.703343824292,0.5943152454780362,102,0.4519633806582877,2.442514406559754,1.6654855870183565,100.0,2013,0.995092272758484,kano__ungogo,kano,,,ok,none,high,4.609880031237561,v1.2-fallback,8.954989435596325,0.0,5.535239361702126,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
271,Tambuwal,Sokoto,Sokoto__Tambuwal,1944.692379271127,12.3965565,4.8132555,65.49657534246576,65.49657534246576,79.944049,5.274897000000001,58,1.6826860310948777,1.0677302321625075,0.0,344687.0,177.24499960718163,0.5090439276485788,76,0.0390807311275035,10.542167022349696,2.204898937296736,71.53697453292239,2013,0.0053652068600058,sokoto__tambuwal,sokoto,,,ok,none,high,4.405800613455417,v1.2-fallback,8.317313968905122,2.8463025467077614,3.274828767123288,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
272,Jega,Kebbi,Kebbi__Jega,1078.038394806205,12.308504,4.336993,71.42857142857143,71.42857142857143,108.86568,7.77612,55,1.8034146837302487,2.9002847810167696,0.0,304977.0,282.8999425895444,0.6834625322997416,133,0.1233722292645327,5.834342488637281,4.360984598838601,87.14136527485975,2013,0.0097260968759655,kebbi__jega,kebbi,,,ok,none,high,4.308863176156038,v1.2-fallback,8.19658531626975,1.2858634725140252,3.571428571428572,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
273,Katsina,Katsina,Katsina__Katsina,141.8109754845102,13.017,7.623862,65.57377049180327,65.57377049180327,81.596833,5.350612,86,1.787384391561883,1.5366278639956652,1.0,481150.0,3392.8967652616934,0.5458656330749354,353,2.4892290515169444,1.667565614491161,7.336589421178426,100.0,2013,0.00901217199862,katsina__katsina,katsina,,,ok,none,high,3.847750380500449,v1.2-fallback,8.212615608438117,0.0,3.278688524590164,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
274,Dawakin Kudu,Kano,Kano__Dawakin Kudu,444.8649882972348,11.8580595,8.641305,88.93280632411069,88.93280632411069,170.392393,15.093302,32,0.8940170701384329,3.167534011910969,0.0,357935.0,804.5924256031745,0.8527131782945736,146,0.3281894593657046,6.159147564628032,4.0789528825066,99.96500034403238,2013,0.995303988456726,kano__dawakin_kudu,kano,,,ok,none,high,4.616207498813382,v1.2-fallback,9.105982929861566,0.0034999655967631,4.446640316205534,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
275,Arewa Dandi,Kebbi,Kebbi__Arewa Dandi,4421.469632193188,12.767712206514949,4.089858632341258,120.51721471656414,103.86015706546048,0.0,0.0,83,2.8584417015649106,3.9927692719620858,0.1875,290368.0,65.67228187790772,0.5936692506459949,11,0.0024878605791856,6.056581104180343,0.378829623098964,70.5083513166138,2013,0.997393012046814,kebbi__arewa_dandi,kebbi,,,ok,none,high,4.9951204892732655,v1.2-fallback,7.14155829843509,2.94916486833862,6.025860735828207,none,100,2026-02-13,Elevated under-5 mortality indicators,Monitor barriers and coordinate targeted interventions
276,Etim Ekpo,Akwa Ibom,Akwa Ibom__Etim Ekpo,201.5943612714828,4.966404890321759,7.595433273561519,67.71956131197247,57.692307692307686,0.0,0.0,23,1.3602223667869182,1.0758739975877682,0.0263157894736842,169090.0,838.7635394835778,0.5717054263565892,74,0.3670737590737758,0.574285824210558,4.37636761487965,100.0,2013,0.0061624734662473,akwa_ibom__etim_ekpo,akwa_ibom,,,ok,none,high,3.9780040877830114,v1.2-fallback,8.639777633213082,0.0,3.385978065598624,none,100,2026-02-13,Multiple moderate access barriers,Maintain services and improve care quality
277,Albasu,Kano,Kano__Albasu,526.3163038376962,11.644045567824378,9.109221169241788,108.31924971946268,105.08786848072562,0.0,0.0,35,1.173512154233026,1.4905503611432154,0.25,298250.0,566.6744461938109,0.6531007751937985,20,0.0379999628629546,6.49793585058238,0.6705783738474435,99.9983318657141,2013,0.9954019784927368,kano__albasu,kano,,,ok,none,high,4.592349766311763,v1.2-fallback,8.826487845766973,0.0001668134285885,5.415962485973134,none,100,2026-02-13,Multiple moderate access barriers,Monitor barriers and coordinate targeted interventions
